"!!startBlock|||||																									"
"ofi2_host_fri1|No se termina más el día. ¿Vas a hacer algo el finde?||No mucho. ¿Vos?||ofi2_host_fri2																									"
"|||Estoy medio bajón como para hacer algo.||ofi2_host_fri3																									"
"ofi2_host_fri2|Nos invitaron mis suegros a pasar el día en una quinta, el sábado.||¿Y el domingo?||ofi2_host_fri4																									"
"ofi2_host_fri4|No, la verdad por ahí me quede descansando. O salga a pasear, no sé.||Bueno, que te diviertas en la quinta.||ofi2_host_fri5																									"
"|||Que bueno. Yo con el bajón no se me ocurre mucho qué hacer.||ofi2_host_fri3																									"
"ofi2_host_fri5|¡Gracias! Si, son re copados mis suegros, seguro la vamos a pasar bien.||||																									"
"ofi2_host_fri3|¿Por qué estás bajón, si se puede preguntar? ¿Pasa algo?|| No, qué se yo, temas con mi familia.||ofi2_host_fri6																									"
"|||La verdad… soy VIH positivo. Y alguien me rechazó por eso.||ofi2_host_fri7																									"
ofi2_host_fri6|Uh, que garrón. Espero que se solucione pronto. Si necesitás algo chiflá.||Sí, qué se yo, es un tema, igual gracias.||
"ofi2_host_fri7|No te puedo creer. Oime, no le hagas caso. Si alguien te rechaza, se lo pierde.||Si, me molesta más el estigma que la enfermedad.||ofi2_host_fri8																									"
"|||Bueno, no sé si ""se lo pierde"". Hay gente que no sabe.||ofi2_host_fri9																									"
ofi2_host_fri9|Por eso. Siglo XXI. La información está disponible. ||||ofi2_host_fri10 
"ofi2_host_fri8|Es cualquiera.||||ofi2_host_fri10																									"
ofi2_host_fri10|Ni da que te tires a deprimirte. Venite a casa el domingo y de ahí salimos a pasear a algún lado.||||
"!!endBlock||||||																									"
