"!!startBlock|||||																									"
"ofi2_host_fri1|Quiero que sea el finde de una vez. ¿Vos hacés algo?||No tengo pensado. ¿Vos?||ofi2_host_fri2																									"
"|||No estoy muy de humor para hacer algo.||ofi2_host_fri3																									"
"ofi2_host_fri2|Mis suegros nos invitan a pasar el sábado en una quinta. Me da un poco de miedo discutir con ellos o algo, pero igual voy a ir.||¿Son mala onda tus suegros?||ofi2_host_fri4																									"
"ofi2_host_fri4|No, para nada, pero nunca pasé todo el día en una quinta con ellos, por ahí surgen roces.||Bueno, no vayas con esa actitud, andá a tratar de pasarlo bien.||ofi2_host_fri5																									"
"|||Yo igual te entiendo si no estás de humor para ir.||ofi2_host_fri3																									"
"ofi2_host_fri5|Sí, tenés razón, tendría que dejar de preocuparme.||||																									"
"ofi2_host_fri3|¿Por qué no estás de humor vos? ¿Te pasa algo?|| No, si, lo mismo, cosas con la familia.||ofi2_host_fri6																									"
"|||La verdad… soy VIH positivo. Y alguien me rechazó por eso.||ofi2_host_fri7																									"
ofi2_host_fri6|Es un bajón, ¿viste? Siempre surgen dramas con las familias. No se puede vivir con ellos y no se puede vivir sin ellos.||Sí, supongo.||
"ofi2_host_fri7|¿Qué? Pero, ¿cómo me lo decís tan tranquilo? ¿Trajiste eso acá?||¿Si traje qué cosa dónde? ¿No te referirás al VIH, no?||ofi2_host_fri8																									"
"|||Bueno, no me rechaces vos también.||ofi2_host_fri9																									"
ofi2_host_fri9|¿Y cómo querés que no te rechace? ¡Estás enfermo, y trajiste tu enfermedad a la oficina! ||||ofi2_host_fri11 
"ofi2_host_fri8|¡Claro que me refiero al VIH! ¡No podés andar trayendo esas cosas, y encima sin avisar!||No tenía por qué decirte. Tengo derecho a que mi diagnóstico sea confidencial.||ofi2_host_fri10																									"
|||Lo decís como si se tratara de una enfermedad mortal, y no lo es, es crónica, y además es dificil de contagiar.||ofi2_host_fri12
ofi2_host_fri10|Claro que tenías que decirme. Yo tengo derecho a saber en qué riesgos estoy.||||ofi2_host_fri11
ofi2_host_fri11|Para mi, tendrías que renunciar. No nos podés exponer a todos a esto acá.||||
ofi2_host_fri12|Bueno, no sé. Igual que suerte que nunca te agarré la taza.
"!!endBlock||||||																									"
